Sede	Código.	Descripción de Materia	Modalidad	Periodo	Grupo	Profesor	HORARIO
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA0101	Matemática general	SEMESTRE	2	2	VEGA VASQUEZ ARTURO	MAR[09:30-12:20] JUE[09:30-11:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA0101	Matemática general	SEMESTRE	2	3	CORDERO QUIROS MARCIAL	MAR[13:00-15:50] JUE[13:00-14:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA0101	Matemática general	SEMESTRE	2	4	JIMENEZ MADRIGAL JORGE	MAR[15:00-16:50] JUE[15:00-17:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA0101	Matemática general	SEMESTRE	2	5	RODRIGUEZ CASTRO BRYAN	MAR[16:00-18:50] JUE[16:00-17:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA0101	Matemática general	SEMESTRE	2	6	CORDERO QUIROS MARCIAL	MAR[18:00-20:50] JUE[18:00-19:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA0101	Matemática general	SEMESTRE	2	7	SANCHEZ FERNANDEZ IVONNE	MIE[07:30-09:20] VIE[07:30-10:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA0101	Matemática general	SEMESTRE	2	8	MARRERO CALVO MARCELA	MIE[09:30-12:20] VIE[09:30-11:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA0101	Matemática general	SEMESTRE	2	9	QUESADA VILLALOBOS LOURDES	MIE[13:00-15:50] VIE[13:00-14:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA0101	Matemática general	SEMESTRE	2	10	AZOFEIFA CUBERO ROBERTO	MIE[15:00-17:50] VIE[15:00-16:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA0101	Matemática general	SEMESTRE	2	11	PRENDAS ROJAS JUAN PABLO	MIE[16:00-18:50] VIE[17:00-18:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA0101	Matemática general	SEMESTRE	2	12	SOLANO VARELA DANIEL JESUS	SAB[07:30-12:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA1102	Cálculo diferencial e integral	SEMESTRE	2	1	QUESADA VILLALOBOS LOURDES	MAR[07:30-10:20] JUE[07:30-09:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA1102	Cálculo diferencial e integral	SEMESTRE	2	2	CORDERO QUIROS MARCIAL	MAR[07:30-09:20] JUE[07:30-10:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA1102	Cálculo diferencial e integral	SEMESTRE	2	3	MASIS FLORES DAVID	MAR[09:30-11:20] JUE[09:30-12:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA1102	Cálculo diferencial e integral	SEMESTRE	2	4	PAEZ PAEZ CRISTIAN	MAR[09:30-12:20] JUE[10:30-12:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA1102	Cálculo diferencial e integral	SEMESTRE	2	5	RODRIGUEZ GRANADOS NATALIA	MAR[13:00-15:50] JUE[13:00-14:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA1102	Cálculo diferencial e integral	SEMESTRE	2	6	PARRA SALAZAR EDWARD	MAR[15:00-16:50] JUE[15:00-17:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA1102	Cálculo diferencial e integral	SEMESTRE	2	7	MASIS FLORES DAVID	MAR[16:00-18:50] JUE[16:00-17:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA1102	Cálculo diferencial e integral	SEMESTRE	2	8	QUESADA VILLALOBOS LOURDES	MAR[15:00-17:50] JUE[16:00-17:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA1102	Cálculo diferencial e integral	SEMESTRE	2	9	ESQUIVEL SAMUDIO JEISON	MAR[17:00-19:50] JUE[17:00-18:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA1102	Cálculo diferencial e integral	SEMESTRE	2	10	FALLAS MONGE JUAN JOSE	MAR[18:00-20:50] JUE[18:00-19:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA1102	Cálculo diferencial e integral	SEMESTRE	2	11	PAEZ PAEZ CRISTIAN	MIE[07:30-09:20] VIE[07:30-10:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA1102	Cálculo diferencial e integral	SEMESTRE	2	12	JIMENEZ MADRIGAL JORGE	MIE[07:30-10:20] VIE[07:30-09:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA1102	Cálculo diferencial e integral	SEMESTRE	2	13	PARRA SALAZAR EDWARD	MIE[10:30-12:20] VIE[09:30-12:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA1102	Cálculo diferencial e integral	SEMESTRE	2	14	MORA PICADO LUIS FERNANDO	MIE[09:30-12:20] VIE[10:30-12:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA1102	Cálculo diferencial e integral	SEMESTRE	2	15	NUÑEZ VANEGAS FELIX	MIE[13:00-15:50] VIE[13:00-14:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA1102	Cálculo diferencial e integral	SEMESTRE	2	16	MORA PICADO LUIS FERNANDO	MIE[15:00-17:50] VIE[15:00-16:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA1102	Cálculo diferencial e integral	SEMESTRE	2	17	GUTIERREZ MONTENEGRO MARCO VINICIO	MIE[16:00-18:50] VIE[16:00-17:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA1102	Cálculo diferencial e integral	SEMESTRE	2	18	PARRA SALAZAR EDWARD	MIE[17:00-19:50] VIE[17:00-18:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA1102	Cálculo diferencial e integral	SEMESTRE	2	19	MORA CASASOLA MARIA FERNANDA	MIE[17:00-19:50] VIE[17:00-18:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA1102	Cálculo diferencial e integral	SEMESTRE	2	20	LOPEZ MORA VERONICA	MIE[18:00-20:50] VIE[18:00-19:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA1102	Cálculo diferencial e integral	SEMESTRE	2	21	JIMENEZ MADRIGAL JORGE	SAB[07:30-12:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA1102	Cálculo diferencial e integral	SEMESTRE	2	22	SANCHEZ FERNANDEZ IVONNE	MIE[16:00-18:50] VIE[16:00-17:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA1103	Cálculo y álgebra lineal	SEMESTRE	2	1	CHAVARRIA MOLINA JEFFRY	MAR[07:30-09:20] JUE[07:30-09:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA1103	Cálculo y álgebra lineal	SEMESTRE	2	2	CHINCHILLA VALVERDE JORGE LUIS	MAR[07:30-09:20] JUE[07:30-09:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA1103	Cálculo y álgebra lineal	SEMESTRE	2	3	CHINCHILLA VALVERDE JORGE LUIS	MAR[09:30-11:20] JUE[09:30-11:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA1103	Cálculo y álgebra lineal	SEMESTRE	2	4	CHAVARRIA MOLINA JEFFRY	MAR[13:00-14:50] JUE[13:00-14:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA1103	Cálculo y álgebra lineal	SEMESTRE	2	5	JIMENEZ ROMERO ALEJANDRA	MAR[13:00-14:50] JUE[13:00-14:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA1103	Cálculo y álgebra lineal	SEMESTRE	2	6	FIGUEROA MATA GEOVANNI	MAR[15:00-16:50] JUE[15:00-16:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA1103	Cálculo y álgebra lineal	SEMESTRE	2	7	BRENES GOMEZ RANDALL	MAR[16:00-17:50] JUE[16:00-17:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA1103	Cálculo y álgebra lineal	SEMESTRE	2	8	GUTIERREZ MONTENEGRO MARCO VINICIO	MAR[17:00-18:50] JUE[17:00-18:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA1103	Cálculo y álgebra lineal	SEMESTRE	2	9	ALPIZAR BRENES GEISEL	MAR[18:00-19:50] JUE[18:00-19:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA1103	Cálculo y álgebra lineal	SEMESTRE	2	10	FIGUEROA MATA GEOVANNI	MAR[18:00-19:50] JUE[18:00-19:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA1103	Cálculo y álgebra lineal	SEMESTRE	2	11	ACUÑA PRADO LUIS	MIE[07:30-09:20] VIE[07:30-09:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA1103	Cálculo y álgebra lineal	SEMESTRE	2	12	GUTIERREZ MONTENEGRO MARCO VINICIO	MIE[09:30-11:20] VIE[09:30-11:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA1103	Cálculo y álgebra lineal	SEMESTRE	2	13	FIGUEROA MATA GEOVANNI	MIE[13:00-14:50] VIE[13:00-14:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA1103	Cálculo y álgebra lineal	SEMESTRE	2	14	CALDERON SOLANO MANUEL	MIE[15:00-16:50] VIE[15:00-16:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA1103	Cálculo y álgebra lineal	SEMESTRE	2	15	PARRA RODRIGUEZ EMMANUELLE	MIE[16:00-17:50] VIE[16:00-17:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA1103	Cálculo y álgebra lineal	SEMESTRE	2	16	CALDERON SOLANO MANUEL	MIE[17:00-18:50] VIE[17:00-18:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA1103	Cálculo y álgebra lineal	SEMESTRE	2	17	MORA PICADO LUIS FERNANDO	MIE[18:00-19:50] VIE[18:00-19:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA1103	Cálculo y álgebra lineal	SEMESTRE	2	18	BRENES GOMEZ RANDALL	SAB[07:30-11:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA1103	Cálculo y álgebra lineal	SEMESTRE	2	19	JIMENEZ MADRIGAL JORGE	JUE[07:30-11:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA2105	Ecuaciones diferenciales	SEMESTRE	2	1	ALPIZAR BRENES GEISEL	MAR[07:30-09:20] JUE[07:30-09:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA2105	Ecuaciones diferenciales	SEMESTRE	2	2	MARIN SANCHEZ MARIO	MIE[13:00-14:50] VIE[13:00-14:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA2105	Ecuaciones diferenciales	SEMESTRE	2	3	BRENES GOMEZ RANDALL	MAR[09:30-11:20] JUE[09:30-11:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA2105	Ecuaciones diferenciales	SEMESTRE	2	4	MARIN SANCHEZ MARIO	MIE[17:00-18:50] VIE[17:00-18:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA2105	Ecuaciones diferenciales	SEMESTRE	2	5	ACUÑA PRADO LUIS	SAB[07:30-11:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA2105	Ecuaciones diferenciales	SEMESTRE	2	6	OVIEDO UGALDE NORBERTO	MIE[15:00-16:50] VIE[15:00-16:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA2105	Ecuaciones diferenciales	SEMESTRE	2	7	RAMIREZ ARCE GREIVIN	MAR[17:00-18:50] JUE[17:00-18:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA2105	Ecuaciones diferenciales	SEMESTRE	2	8	MORA CASASOLA MARIA FERNANDA	MAR[17:00-18:50] JUE[17:00-18:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA2105	Ecuaciones diferenciales	SEMESTRE	2	9	MORA CASASOLA MARIA FERNANDA	SAB[07:30-11:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MA2105	Ecuaciones diferenciales	SEMESTRE	2	10	PRENDAS ROJAS JUAN PABLO	MIE[09:30-11:20] VIE[09:30-11:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MI2101	Dibujo técnico	SEMESTRE	2	1	BERMUDEZ CHACON MARVIN	LUN[07:30-11:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MI2101	Dibujo técnico	SEMESTRE	2	2	BONILLA GUIDO FRANCISCO	LUN[17:00-20:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MI2101	Dibujo técnico	SEMESTRE	2	3	CORDOBA RAMIREZ LUIS FELIPE	MAR[07:30-11:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MI2101	Dibujo técnico	SEMESTRE	2	4	JIMENEZ CECILIANO MAXIMINO	MAR[17:00-20:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MI2101	Dibujo técnico	SEMESTRE	2	5	MARIN GUILLEN FRANK	MIE[07:30-11:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MI2101	Dibujo técnico	SEMESTRE	2	6	MARIN GUILLEN FRANK	MIE[13:00-16:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MI2101	Dibujo técnico	SEMESTRE	2	7	HERNANDEZ GONZALEZ VICTOR JULIO	MIE[17:00-20:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MI2101	Dibujo técnico	SEMESTRE	2	8	HERNANDEZ GONZALEZ VICTOR JULIO	JUE[13:00-16:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MI2101	Dibujo técnico	SEMESTRE	2	9	UREÑA SANDI NOEL	VIE[07:30-11:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MI2101	Dibujo técnico	SEMESTRE	2	10	JACKSON QUIROS HERBERT	VIE[07:30-11:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MI2101	Dibujo técnico	SEMESTRE	2	11	BONILLA GUIDO FRANCISCO	MAR[17:00-20:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MI2101	Dibujo técnico	SEMESTRE	2	12	ROJAS GOMEZ JULIO CESAR	VIE[13:00-16:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MI2106	Estática	SEMESTRE	2	1	MATA COTO MANUEL	LUN[07:30-11:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MI2106	Estática	SEMESTRE	2	2	GUERRERO FERNANDEZ JUAN LUIS	MAR[07:30-11:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MI2106	Estática	SEMESTRE	2	3	MORERA HIDALGO JULIO	MAR[07:30-11:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MI2106	Estática	SEMESTRE	2	4	VEGA SANCHEZ CHRISTOPHER	MAR[13:00-16:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MI2106	Estática	SEMESTRE	2	5	MORERA HIDALGO JULIO	MIE[07:30-11:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MI2106	Estática	SEMESTRE	2	6	MATA COTO MANUEL	JUE[07:30-11:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MI2106	Estática	SEMESTRE	2	7	MONTERO JIMENEZ JUAN JOSE	JUE[13:00-16:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MI2106	Estática	SEMESTRE	2	8	SALAS MOYA LAURA	VIE[07:30-11:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MI3124	Dibujo industrial	SEMESTRE	2	1	HERNANDEZ GONZALEZ VICTOR JULIO	LUN[07:30-11:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MI3124	Dibujo industrial	SEMESTRE	2	2	ROJAS GOMEZ JULIO CESAR	LUN[17:00-20:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MI3124	Dibujo industrial	SEMESTRE	2	3	SALAS MOYA LAURA	MIE[07:30-11:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MI3124	Dibujo industrial	SEMESTRE	2	4	HERNANDEZ GONZALEZ VICTOR JULIO	MIE[13:00-16:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	MI3124	Dibujo industrial	SEMESTRE	2	5	UREÑA SANDI NOEL	MAR[13:00-16:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU1102	Laboratorio de química básica I	SEMESTRE	2	1	SALAS JIMENEZ JUAN CARLOS	MAR[07:30-09:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU1102	Laboratorio de química básica I	SEMESTRE	2	2	CALLEJA AMADOR CARLOS ENRIQUE	MAR[09:30-11:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU1102	Laboratorio de química básica I	SEMESTRE	2	3	CALLEJA AMADOR CARLOS ENRIQUE	MAR[13:00-14:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU1102	Laboratorio de química básica I	SEMESTRE	2	4	MATA MATA ALEJANDRA	MAR[15:00-16:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU1102	Laboratorio de química básica I	SEMESTRE	2	5	MORA MOLINA JESUS	MIE[07:30-09:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU1102	Laboratorio de química básica I	SEMESTRE	2	6	MORA MOLINA JESUS	MIE[09:30-11:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU1102	Laboratorio de química básica I	SEMESTRE	2	7	MORA MOLINA JESUS	MIE[13:00-14:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU1102	Laboratorio de química básica I	SEMESTRE	2	8	HERNANDEZ ALPIZAR LAURA	MIE[15:00-16:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU1102	Laboratorio de química básica I	SEMESTRE	2	9	QUIROS BUSTOS NOEMI	JUE[07:30-09:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU1102	Laboratorio de química básica I	SEMESTRE	2	10	QUIROS BUSTOS NOEMI	JUE[09:30-11:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU1102	Laboratorio de química básica I	SEMESTRE	2	11	CALLEJA AMADOR CARLOS ENRIQUE	JUE[13:00-14:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU1102	Laboratorio de química básica I	SEMESTRE	2	13	SOTO CORDOBA SILVIA	VIE[07:30-09:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU1102	Laboratorio de química básica I	SEMESTRE	2	15	LEDEZMA ESPINOZA AURA	VIE[13:00-14:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU1104	Laboratorio de química básica II	SEMESTRE	2	2	SANCHEZ KOPPER ANDRES	MAR[07:30-09:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU1104	Laboratorio de química básica II	SEMESTRE	2	4	MATA SOLANO ROGELIO	MAR[09:30-11:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU1104	Laboratorio de química básica II	SEMESTRE	2	5	SANCHEZ KOPPER ANDRES	MAR[09:30-11:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU1104	Laboratorio de química básica II	SEMESTRE	2	6	MORA MOLINA JESUS	MAR[13:00-14:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU1104	Laboratorio de química básica II	SEMESTRE	2	7	HERRERA NUÑEZ JACQUELINE MARIA	MAR[13:00-14:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU1104	Laboratorio de química básica II	SEMESTRE	2	8	MATA SOLANO ROGELIO	MAR[13:00-14:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU1104	Laboratorio de química básica II	SEMESTRE	2	9	MORA MOLINA JESUS	MAR[15:00-16:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU1104	Laboratorio de química básica II	SEMESTRE	2	11	ROBLES CHAVEZ DIANA	MIE[07:30-09:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU1104	Laboratorio de química básica II	SEMESTRE	2	12	ULATE MOLINA RICARDO ENRIQUE	MIE[07:30-09:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU1104	Laboratorio de química básica II	SEMESTRE	2	13	ROBLES CHAVEZ DIANA	MIE[09:30-11:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU1104	Laboratorio de química básica II	SEMESTRE	2	14	ULATE MOLINA RICARDO ENRIQUE	MIE[09:30-11:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU1104	Laboratorio de química básica II	SEMESTRE	2	15	SALAZAR ROJAS TERESA	MIE[09:30-11:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU1104	Laboratorio de química básica II	SEMESTRE	2	16	HERRERA NUÑEZ JACQUELINE MARIA	MIE[13:00-14:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU1104	Laboratorio de química básica II	SEMESTRE	2	17	ULATE MOLINA RICARDO ENRIQUE	MIE[13:00-14:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU1104	Laboratorio de química básica II	SEMESTRE	2	18	SALAZAR ROJAS TERESA	MIE[13:00-14:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU1104	Laboratorio de química básica II	SEMESTRE	2	19	ROBLES CHAVEZ DIANA	MIE[15:00-16:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU1104	Laboratorio de química básica II	SEMESTRE	2	21	SANCHEZ KOPPER ANDRES	JUE[07:30-09:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU1104	Laboratorio de química básica II	SEMESTRE	2	22	SANDOVAL MORA JOSE ALBERTO	JUE[07:30-09:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU1104	Laboratorio de química básica II	SEMESTRE	2	23	ABARCA GUERRERO LILLIANA	JUE[09:30-11:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU1104	Laboratorio de química básica II	SEMESTRE	2	24	SANDOVAL MORA JOSE ALBERTO	JUE[09:30-11:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU1104	Laboratorio de química básica II	SEMESTRE	2	26	FLORES CANTILLO ADRIAN	JUE[13:00-14:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU1104	Laboratorio de química básica II	SEMESTRE	2	27	ROMERO BLANCO ERIC	JUE[13:00-14:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU1104	Laboratorio de química básica II	SEMESTRE	2	28	ABARCA GUERRERO LILLIANA	JUE[15:00-16:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU1104	Laboratorio de química básica II	SEMESTRE	2	29	ROMERO BLANCO ERIC	JUE[15:00-16:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU1104	Laboratorio de química básica II	SEMESTRE	2	31	ARAYA MARCHENA MARIO	VIE[09:30-11:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU1106	Química básica I	SEMESTRE	2	1	PORRAS ACOSTA MARIA	MAR[07:30-09:20] JUE[07:30-09:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU1106	Química básica I	SEMESTRE	2	2	CALLEJA AMADOR CARLOS ENRIQUE	MAR[07:30-09:20] JUE[07:30-09:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU1106	Química básica I	SEMESTRE	2	3	PORRAS ACOSTA MARIA	MAR[09:30-11:20] JUE[09:30-11:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU1106	Química básica I	SEMESTRE	2	5	SOTO CORDOBA SILVIA	MAR[13:00-14:50] JUE[13:00-14:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU1106	Química básica I	SEMESTRE	2	7	QUIROS BUSTOS NOEMI	MAR[15:00-16:50] JUE[15:00-16:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU1106	Química básica I	SEMESTRE	2	9	PORRAS ACOSTA MARIA	MIE[09:30-11:20] VIE[09:30-11:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU1106	Química básica I	SEMESTRE	2	11	VILLALTA ROMERO FABIAN	MIE[13:00-14:50] VIE[13:00-14:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU1107	Química básica II	SEMESTRE	2	1	ARAYA CARVAJAL FABIO	MAR[07:30-09:20] JUE[07:30-09:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU1107	Química básica II	SEMESTRE	2	3	SALAS JIMENEZ JUAN CARLOS	MAR[09:30-11:20] JUE[09:30-11:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU1107	Química básica II	SEMESTRE	2	4	STARBIRD PEREZ RICARDO	MAR[09:30-11:20] JUE[09:30-11:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU1107	Química básica II	SEMESTRE	2	5	ARAYA CARVAJAL FABIO	MAR[13:00-14:50] JUE[13:00-14:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU1107	Química básica II	SEMESTRE	2	6	SALAS JIMENEZ JUAN CARLOS	MAR[15:00-16:50] JUE[15:00-16:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU1107	Química básica II	SEMESTRE	2	7	VARGAS CAMARENO MARICRUZ	MIE[07:30-09:20] VIE[07:30-09:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU1107	Química básica II	SEMESTRE	2	9	ARCE ROJAS HEILEN	MIE[09:30-11:20] VIE[09:30-11:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU1107	Química básica II	SEMESTRE	2	10	VARGAS CAMARENO MARICRUZ	MIE[09:30-11:20] VIE[09:30-11:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU1107	Química básica II	SEMESTRE	2	11	VARGAS CAMARENO MARICRUZ	MIE[13:00-14:50] VIE[13:00-14:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU1107	Química básica II	SEMESTRE	2	12	STARBIRD PEREZ RICARDO	MIE[13:00-14:50] VIE[13:00-14:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU1107	Química básica II	SEMESTRE	2	13	LEDEZMA ESPINOZA AURA	MIE[15:00-16:50] VIE[15:00-16:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU1107	Química básica II	SEMESTRE	2	14	ARCE ROJAS HEILEN	MIE[13:00-14:50] VIE[13:00-14:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU2403	Química orgánica	SEMESTRE	2	1	VALVERDE CERDAS JOHNNY	MIE[09:30-11:20] VIE[09:30-11:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU2403	Química orgánica	SEMESTRE	2	2	PUENTE URBINA ALLEN ARTURO	MIE[15:00-16:50] VIE[15:00-16:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU2404	Laboratorio de química orgánica	SEMESTRE	2	1	SOTO CORDOBA SILVIA	JUE[07:30-11:20]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU2404	Laboratorio de química orgánica	SEMESTRE	2	2	VALVERDE CERDAS JOHNNY	JUE[13:00-16:50]
CAMPUS TECNOLOGICO CENTRAL CARTAGO	QU2404	Laboratorio de química orgánica	SEMESTRE	2	3	VALVERDE CERDAS JOHNNY	MAR[13:00-16:50]
